"MMS_COMPANY_NUM","MMS_START_DATE","BUS_ASC_NAME","SORT_NAME","MMS_TERM_DATE","PAC_REGION_CODE","GOM_REGION_CODE","ALASKA_RGN_CODE","ATL_REGION_CODE","DUNS_NUMBER","TERM_ACTN_EFF_DT","TERMINATION_CODE","DIVISION_NAME","LINE_1_ADDRESS","LINE_2_ADDRESS","CITY_NAME","POSTAL_ST_CODE","ZIP_CODE","COUNTRY_NAME","SEARCH_NAME"
"01392",7/8/1988,"Jack J. Horton, Jr. (individual)","HORTON, JACK J. JR",,"","G","","","",,"","","1100 Louisiana","Suite 200","Houston","TX","77002-5299","","Jack J. Horton, Jr. (individual)"
"01357",1/31/1989,"Falcon Seaboard Gas Company","FALCON SEABOARD GAS COMPANY",,"","G","","","",,"","","Five Post Oak Park","Suite 1400","Houston","TX","77027","","Falcon Seaboard Gas Company"
"01344",12/19/1988,"Seastar Energy Corporation","SEASTAR ENERGY CORPORTION",,"","G","","","",,"","","1800 West Loop South","Suite 1620","Houston","TX","77027","","Seastar Energy Corporation"
"01353",1/19/1989,"Yarbco, Inc.","YARBCO INC",,"","G","","","",,"","","200 North Loraine","Suite 1400","Midland","TX","79701","","Yarbco, Inc."
"01323",9/26/1988,"The Solomon Corp.","SOLOMON CORP",,"","G","","","",,"","","707 West 7th Street","","Huntington","WV","25705","","The Solomon Corp."
"01309",8/12/1988,"Wentworth Energy, Inc.","WENTWORTH ENERGY INC",,"","G","","","",,"","","11931 Wickchester Lane","","Houston","TX","77043","","Wentworth Energy, Inc."
"01276",4/6/1988,"Ridgewood Energy 1987-V Drilling and Completion, L.P.","RIDGEWOOD ENERGY 1987-V",,"","G","","","",,"","","The Ridgewood Commons","947 Linwood Avenue","Ridgewood","NJ","07450","","Ridgewood Energy 1987-V Drilling and Completion, L.P."
"01279",5/12/1988,"Gulfstar Operating Company","GULFSTAR OPERATING COMPANY",,"","G","","","",,"","","12335 Kingsride","#257","Houston","TX","77024","","Gulfstar Operating Company"
"01243",3/10/1988,"General Sandefer Offshore Partnership","GENERAL SANDEFER OFFSHORE",,"","G","","","",,"","","First City Tower","1001 Fannin, Suite 2225","Houston","TX","77002-6785","","General Sandefer Offshore Partnership"
"01246",3/17/1988,"Senior - G & A Operating Company, Inc.","SENIOR-G&A OPERATING COMPANY",,"","G","","","",,"","","Post Office Box 52568","","Lafayette","LA","70505","","Senior - G & A Operating Company, Inc."
"01251",3/18/1988,"Global Production & Energy Company","GLOBAL PRODUCTION & ENERGY CO",,"","G","","","",,"","","Post Office 5235","","Kingwood","TX","77325-5235","","Global Production & Energy Company"
"01220",12/31/1987,"Plains Resources Inc.","PLAINS RESOURCES INC",,"P","G","","","",,"","","1600 Smith, Suite 1500","","Houston","TX","77002","","Plains Resources Inc."
"02303",9/1/1998,"Ballard Petroleum LLC","BALLARD PETROLEUM LLC",,"","G","","","",,"","","845 12th Street West","","Billings","MT","59104","","Ballard Petroleum LLC"
"02304",9/4/1998,"Hughes-Rawls, L.L.C.","HUGHES RAWLS LLC",,"","G","","","",,"","","Mirror Lake Office Plaza","2829 Lakeland Drive, Suite 1101","Flowood","MS","39208","","Hughes-Rawls, L.L.C."
"02317",10/26/1998,"Vastar Pipeline, LLC","VASTAR PIPELINE LLC",,"","G","","","",,"","","15375 Memorial Drive","","Houston","TX","77079","","Vastar Pipeline, LLC"
"02318",10/20/1998,"Melrose Energy Company","MELROSE ENERGY COMPANY",,"","G","","","",,"","","5813 NW Grand Blvd.","Suite B","Oklahoma City","OK","73118","","Melrose Energy Company"
"02334",12/23/1998,"CLK Exploration Company, L.L.C.","CLK EXPLORATION COMPANY LLC",,"","G","","","",,"","","1615 Poydras Street","5th Floor","New Orleans","LA","70112","","CLK Exploration Company, L.L.C."
"02371",6/21/1999,"Stratco Operating Company, Inc.","STRATCO OPERATING COMPANY INC",,"","G","","","",,"","","400 Buckeye Trail","","Austin","TX","78746","","Stratco Operating Company, Inc."
"02376",6/17/1999,"Sterling Exploration & Production Co., L.L.C.","STERLING EXPLORATION & PRODUCTION CO LLC",,"","G","","","",,"","","675 Bering Drive","Suite 850","Houston","TX","77057","","Sterling Exploration & Production Co., L.L.C."
"02386",8/3/1999,"Cockrell Exploration L.L.C.","COCKRELL EXPLORATION LLC",,"","G","","","",,"","","1600 Smith Street","Suite 4600","Houston","TX","77002-7348","","Cockrell Exploration L.L.C."
"02063",8/27/1999,"Black Hills Exploration and Production, Inc.","BLACK HILLS EXPLORATION AND PRODUCTION INC",,"","G","","","",,"","","Post Office Box 2076","","Rapid City","SD","57709","","Black Hills Exploration and Production, Inc."
"02390",8/30/1999,"Minor Resources, Inc.","MINOR RESOURCES INC",,"","G","","","",,"","","Post Office Box 421","","Sealy","TX","77474","","Minor Resources, Inc."
"02392",9/10/1999,"Triangle Oil & Gas, Inc.","TRIANGLE OIL & GAS INC",,"","G","","","",,"","","Post Office Box 52305","","Lafayette","LA","70505","","Triangle Oil & Gas, Inc."
"02415",12/14/1999,"WAH Royalty Company","WAH ROYALTY COMPANY",,"","G","","","",,"","","Post Office Box 541007","","Houston","TX","77254-1007","","WAH Royalty Company"
"01314",1/14/2000,"Flowood Exploration Company","FLOWOOD EXPLORATION COMPANY",,"","G","","","",,"","","2829 Lakeland Drive","Suite 1600","Jackson","MS","39208","","Flowood Exploration Company"
"02419",1/12/2000,"Parawon Corporation","PARAWON CORPORATION",,"","G","","","",,"","","164 St. Francis Street","Suite 205","Mobile","AL","36602","","Parawon Corporation"
"02422",2/10/2000,"R&B Falcon Subsea Development Inc.","R&B FALCON SUBSEA DEVELOPMENT INC",,"","G","","","",,"","","901 Threadneedle","Suite 200","Houston","TX","77079","","R&B Falcon Subsea Development Inc."
"02428",3/13/2000,"Darcy Exploration, Inc.","DARCY EXPLORATION INC",,"","G","","","",,"","","Post Office Box 52305","","Lafayette","LA","70505","","Darcy Exploration, Inc."
"02435",3/28/2000,"Producers Pipeline Corporation","PRODUCERS PIPELINE CORPORATION",,"","G","","","",,"","","4550 Post Oak Place","Suite 175","Houston","TX","77027","","Producers Pipeline Corporation"
"02443",5/17/2000,"National Fuel Gas Company","NATIONAL FUEL GAS COMPANY",,"","G","","","",,"","","10 Lafayette Square","","Buffalo","NY","14203","","National Fuel Gas Company"
"02446",5/26/2000,"Strategic Petroleum Corporation","STRATEGIC PETROLEUM CORPORATION",,"","G","","","",,"","","1003 Hugh Wallis Road","Suite H","Lafayette","LA","70508","","Strategic Petroleum Corporation"
"02463",8/21/2000,"EnField Operating, L.L.C.","ENFIELD OPERATING LLC",,"","G","","","",,"","","719 Sawdust","Suite 219","The Woodlands","TX","77380","","EnField Operating, L.L.C."
"02468",9/19/2000,"Argo, L.L.C.","ARGO LLC",,"","G","","","",,"","","1001 Louisiana","29th Floor","Houston","TX","77002","","Argo, L.L.C."
"02469",10/11/2000,"Baker Hughes International Branches, Inc.","BAKER HUGHES INTERNATIONAL BRANCHES INC",,"","G","","","",,"","","Post Office Box 4740","3900 Essex Lane, Suite 1200","Houston","TX","77210-4740","","Baker Hughes International Branches, Inc."
"01853",12/12/2000,"Devon Energy Petroleum Pipeline Company","DEVON ENERGY PETROLEUM PIPELINE COMPANY",,"","G","","","",,"","","Post Office Box 2967","","Houston","TX","77252-2967","","Devon Energy Petroleum Pipeline Company"
"02494",1/24/2001,"MKJ Xploration, Inc.","MKJ XPLORATION INC",,"","G","","","",,"","","4415 Shores Drive","Suite 227","Metairie","LA","70006-6805","","MKJ Xploration, Inc."
"02497",2/2/2001,"Krescent Energy Company, LLC","KRESCENT ENERGY COMPANY LLC",,"","G","","","",,"","","5005 Riverway","Suite 550","Houston","TX","77056","","Krescent Energy Company, LLC"
"01795",2/16/2001,"Green Canyon Pipe Line Company, L.P.","GREEN CANYON PIPE LINE COMPANY LP",,"","G","","","",,"","","2727 North Loop West","Suite 700","Houston","TX","77008","","Green Canyon Pipe Line Company, L.P."
"02501",12/15/2000,"Thistlewood Energy, L.L.C.","THISTLEWOOD ENERGY LLC",,"","G","","","",,"","","103 Exchange Place","Suite 200","Lafayette","LA","70503-2564","","Thistlewood Energy, L.L.C."
"02510",4/3/2001,"Stealth Oil & Gas, Inc.","STEALTH OIL & GAS INC",,"","G","","","",,"","","515 Post Oak Boulevard","Suite 600","Houston","TX","77027","","Stealth Oil & Gas, Inc."
"02514",4/30/2001,"RBP Offshore, L.L.C.","RBP OFFSHORE LLC",,"","G","","","",,"","","Post Office Box 858","","Denton","TX","76202","","RBP Offshore, L.L.C."
"02515",5/10/2001,"Steeple Court Associates, LLC","STEEPLE COURT ASSOCIATES LLC",,"","G","","","",,"","","18 Steeple Court","","Muttontown","NY","11732","","Steeple Court Associates, LLC"
"02513",5/4/2001,"Petro Ventures, Inc.","PETRO VENTURES INC",,"","G","","","",,"","","201 Rue Iberville","Suite 500","Lafayette","LA","70508","","Petro Ventures, Inc."
"02538",8/15/2001,"Manti Resources, Inc.","MANTI RESOURCES INC",,"","G","","","",,"","","Post Office Box 2907","","Corpus Christi","TX","78403","","Manti Resources, Inc."
"02555",10/4/2001,"Texas Standard Oil Company","TEXAS STANDARD OIL COMPANY",,"","G","","","",,"","","6575 West Loop South","Suite 455","Houston","TX","77401","","Texas Standard Oil Company"
"02565",12/3/2001,"G & D Oil Co., Inc.","G & D OIL CO INC",,"","G","","","",,"","","5 East Dansby","","Galveston","TX","77551","","G & D Oil Co., Inc."
"02570",12/31/2001,"Thompson Brothers Ventures, LLC","THOMPSON BROTHERS VENTURES LLC",,"","G","","","",,"","","59 Golden Eagle Road","","Greenwood Village","CO","80121","","Thompson Brothers Ventures, LLC"
"02575",1/25/2002,"Ocean Energy, Inc.","OCEAN ENERGY INC",,"","G","","","",,"","","3861 Ambassador Caffery Parkway","Suite 100","Lafayette","LA","70503","","Ocean Energy, Inc."
"02525",12/21/2001,"Westport Resources Corporation","WESTPORT RESOURCES CORPORATION",,"","G","","","",,"","","5555 San Felipe","Suite 2100","Houston","TX","77056","","Westport Resources Corporation"
"02571",1/18/2002,"Wichita Partnership, Ltd.","WICHITA PARTNERSHIP LTD",,"","G","","","",,"","","Post Office Box 460","","Chappell Hill","TX","77426-0460","","Wichita Partnership, Ltd."
"02586",3/28/2002,"Lawco Offshore, Inc.","LAWCO OFFSHORE INC",,"","G","","","",,"","","Post Office Box 425","","Bentonville","AR","72712","","Lawco Offshore, Inc."
"02529",4/30/2002,"Mardi Gras Endymion Oil Pipeline Company, LLC","MARDI GRAS ENDYMION OIL PIPELINE COMPANY LLC",,"","G","","","",,"","","c/o BP America Inc.","501 WestLake Park Boulevard","Houston","TX","77079","","Mardi Gras Endymion Oil Pipeline Company, LLC"
"02591",4/25/2002,"Merit Energy Partners D-III, L.P.","MERIT ENERGY PARTNERS D-III LP",,"","G","","","",,"","","13727 Noel Road","Suite 500","Dallas","TX","75240","","Merit Energy Partners D-III, L.P."
"02612",7/10/2002,"Mitchell Asset Management, L.P.","MITCHELL ASSET MANAGEMENT LP",,"","G","","","",,"","","600 Travis","Suite 3600","Houston","TX","77002","","Mitchell Asset Management, L.P."
"02117",9/5/2002,"Shell Gulf of Mexico Inc.","SHELL GULF OF MEXICO INC",,"","G","Y","","",,"","","Post Office Box 61933","","New Orleans","LA","70161","","Shell Gulf of Mexico Inc."
"02623",9/30/2002,"Osprey Pipeline Company, LLC","OSPREY PIPELINE COMPANY LLC",,"","G","","","",,"","","15995 North Barkers Landing","Suite 350","Houston","TX","77079","","Osprey Pipeline Company, LLC"
"00148",11/21/2002,"Anadarko E&P Company LP","ANADARKO E&P COMPANY LP",,"P","G","","","",,"","","Post Office Box 1330","","Houston","TX","77251-1330","","Anadarko E&P Company LP"
"01941",2/18/2003,"GIL Energy, Inc.","GIL ENERGY INC",,"","G","","","",,"","","1100 Louisiana","Suite 5425","Houston","TX","77002","","GIL Energy, Inc."
"02652",4/4/2003,"Patriot Exploration Co., Inc.","PATRIOT EXPLORATION CO INC",,"","G","","","",,"","","45 Rockefeller Plaza","Suite 2090","New York","NY","10111","","Patriot Exploration Co., Inc."
"02651",3/31/2003,"HARO INVESTMENTS, LLC","HARO INVESTMENTS, LLC",,"","G","","","",,"","","20021 120th Avenue, N.E.","Suite 202","Bothell","WA","98011","","HARO INVESTMENTS, LLC"
"02657",11/19/2002,"Petro-Hunt, L.L.C.","PETRO HUNT LLC",,"","G","","","",,"","","1601 Elm Street","Suite 3900","Dallas","TX","75201","","Petro-Hunt, L.L.C."
"02677",8/12/2003,"Entre Holdings Company","ENTRE HOLDINGS COMPANY",,"","G","","","",,"","","1001 Fannin","Suite 220","Houston","TX","77002","","Entre Holdings Company"
"02679",8/15/2003,"JO Arc Resources, Inc.","JO ARC RESOURCES INC",,"","G","","","",,"","","5900 Highway 290 East","","Brenham","TX","77833","","JO Arc Resources, Inc."
"02687",8/26/2003,"300 Energy, Ltd.","300 ENERGY LTD",,"","G","","","",,"","","ATTN:  Mr. George Thompson","5020 Collinwood Ave., Suite 300","Fort Worth","TX","76107","","300 Energy, Ltd."
"02689",9/5/2003,"Louisiana Onshore Exploration, L.L.C.","LOUISIANA ONSHORE EXPLORATION LLC",,"","G","","","",,"","","1003 Hugh Wallis Road South","Building H","Lafayette","LA","70508","","Louisiana Onshore Exploration, L.L.C."
"02691",9/18/2003,"Reef Global Energy I, L.P.","REEF GLOBAL ENERGY I LP",,"","G","","","",,"","","1901 N. Central Expressway","Suite 300","Richardson","TX","75080","","Reef Global Energy I, L.P."
"02709",12/12/2003,"Seashore Investments Management LLC","SEASHORE INVESTMENTS MANAGEMENT LLC",,"","G","","","",,"","","500 N. Waters","Suite 412","Corpus Christi","TX","78471","","Seashore Investments Management LLC"
"02729",3/29/2004,"Gulf South Operators, Inc.","GULF SOUTH OPERATORS INC",,"","G","","","",,"","","Post Office Box 51469","","Lafayette","LA","70505-1469","","Gulf South Operators, Inc."
"02734",5/20/2004,"PetroReal Main Pass, LLC","PETROREAL MAIN PASS LLC",,"","G","","","",,"","","400 Poydras Street","Suite 1100","New Orleans","LA","70130","","PetroReal Main Pass, LLC"
"02743",7/14/2004,"ALITHEIA RESOURCES INC.","ALITHEIA RESOURCES INC",,"","G","","","",,"","","10300 Town Park","","Houston","TX","77072","","ALITHEIA RESOURCES INC."
"02744",10/29/2003,"Entre Partners, Inc.","ENTRE PARTNERS INC",,"","G","","","",,"","","1001 Fannin","Suite 220","Houston","TX","77002","","Entre Partners, Inc."
"02749",7/29/2004,"Royal Energy Partners, Ltd.","ROYAL ENERGY PARTNERS LTD",,"","G","","","",,"","","500 North Shoreline","Suite 807","Corpus Christi","TX","78471-1008","","Royal Energy Partners, Ltd."
"02753",8/17/2004,"Denbury Onshore, LLC","DENBURY ONSHORE LLC",,"","G","","","",,"","","Post Office Box 251289","","Plano","TX","75025-9810","","Denbury Onshore, LLC"
"02768",10/4/2004,"Houston Petroleum Holding Corporation","HOUSTON PETROLEUM HOLDING CORPORATION",,"","G","","","",,"","","3100 Timmons","#401","Houston","TX","77027","","Houston Petroleum Holding Corporation"
"02776",10/26/2004,"Calpine Natural Gas L.P.","CALPINE NATURAL GAS LP",,"","G","","","",,"","","717 Texas Avenue","Suite 2800","Houston","TX","77002","","Calpine Natural Gas L.P."
"02781",12/13/2004,"Index Offshore, LLC","INDEX OFFSHORE LLC",,"","G","","","",,"","","10000 Memorial Drive","Suite 440","Houston","TX","77024","","Index Offshore, LLC"
"02794",3/9/2005,"Pine Curtain Production Company, LLC","PINE CURTAIN PRODUCTION COMPANY LLC",,"","G","","","",,"","","2425 Fountainview Drive","#100","Houston","TX","77057","","Pine Curtain Production Company, LLC"
"02799",3/17/2005,"Alamo-Palace MP 59, LLC","ALAMO-PALACE MP 59 LLC",,"","G","","","",,"","","808 Travis","Suite 1444","Houston","TX","77002","","Alamo-Palace MP 59, LLC"
"02809",5/11/2005,"Crain Energy, Ltd.","CRAIN ENERGY LTD",,"","G","","","",,"","","222 East Tyler Street","","Longview","TX","75606","","Crain Energy, Ltd."
"02846",11/10/2005,"Olympic Energy Partners, LLC","OLYMPIC ENERGY PARTNERS LLC",,"","G","","","",,"","","1001 McKinney","Suite 1900","Houston","TX","77002","","Olympic Energy Partners, LLC"
"02867",2/3/2006,"Diverse Oil & Gas L.P.","DIVERSE OIL & GAS LP",,"","G","","","",,"","","1001 McKinney","Suite 520","Houston","TX","77002","","Diverse Oil & Gas L.P."
"02881",3/24/2006,"Rampant Lion Energy, LLC","RAMPANT LION ENERGY LLC",,"","G","","","",,"","","9700 Richmond Avenue","Suite 124","Houston","TX","77042-4821","","Rampant Lion Energy, LLC"
"02904",8/7/2006,"Phoenix Exploration Company LP","PHOENIX EXPLORATION COMPANY LP",,"","G","","","",,"","","333 Clay Street","Suite 2000","Houston","TX","77002","","Phoenix Exploration Company LP"
"02902",8/2/2006,"Wade Offshore L.L.C.","WADE OFFSHORE LLC",,"","G","","","",,"","","9821 Katy Freeway","Suite 1050","Houston","TX","77024","","Wade Offshore L.L.C."
"02375",8/8/2006,"Energy XXI GOM, LLC","ENERGY XXI GOM LLC",,"","G","","","",,"","","1021 Main","Suite 2626","Houston","TX","77002","","Energy XXI GOM, LLC"
"02924",11/1/2006,"Ridgewood Energy J Fund, LLC","RIDGEWOOD ENERGY J FUND LLC",,"","G","","","",,"","","c/o Ridgewood Energy Corporation","14 Philips Parkway","Montvale","NJ","07645","","Ridgewood Energy J Fund, LLC"
"02926",11/1/2006,"Ridgewood Energy M Fund, LLC","RIDGEWOOD ENERGY M FUND LLC",,"","G","","","",,"","","c/o Ridgewood Energy Corporation","14 Philips Parkway","Montvale","NJ","07645","","Ridgewood Energy M Fund, LLC"
"02957",4/23/2007,"MC Offshore Petroleum, LLC","MC OFFSHORE PETROLEUM LLC",,"","G","","","",,"","","1800 W. Loop South","Suite 1925","Houston","TX","77027","","MC Offshore Petroleum, LLC"
"02959",5/10/2007,"Day Holdings, L.L.C.","DAY HOLDINGS LLC",,"","G","","","",,"","","530 Oak Court Drive","Suite 325","Memphis","TN","38117","","Day Holdings, L.L.C."
"02960",5/10/2007,"CEL Properties, LLC","CEL PROPERTIES LLC",,"","G","","","",,"","","222 East Tyler Street","","Longview","TX","75606","","CEL Properties, LLC"
"02955",5/11/2007,"Zenergy, Inc.","ZENERGY INC",,"","G","","","",,"","","One Warren Place","6100 South Yale Avenue, Suite 1700","Tulsa","OK","74136","","Zenergy, Inc."
"02962",6/8/2007,"Tri-C Resources, Inc.","TRI C RESOURCES INC",,"","G","","","",,"","","909 Wirt Road","","Houston","TX","77024-3405","","Tri-C Resources, Inc."
"02992",11/15/2007,"RTR Fund I, L.P.","RTR FUND I, L.P.",,"","G","","","",,"","","1616 South Voss","Suite 845","Houston","TX","77057","","RTR Fund I, L.P."
"02995",11/21/2007,"Milagro Producing, LLC","MILAGRO PRODUCING LLC",,"","G","","","",,"","","1301 McKinney","Suite 500","Houston","TX","77010","","Milagro Producing, LLC"
"03001",12/11/2007,"CV Energy Corporation","CV ENERGY CORPORATION",,"","G","","","",,"","","2000 Post Oak Boulevard","Suite 100","Houston","TX","77056-4400","","CV Energy Corporation"
"03006",1/8/2008,"Zenergy Offshore Operating Company, LLC","ZENERGY OFFSHORE OPERATING COMPANY LLC",,"","G","","","",,"","","6100 South Yale Avenue","Suite 1700","Tulsa","OK","74136","","Zenergy Offshore Operating Company, LLC"
"03004",1/8/2008,"Zenergy Properties 9 BSd 40, LLC","ZENERGY PROPERTIES 9 BSD 40 LLC",,"","G","","","",,"","","6100 South Yale Avenue","Suite 1700","Tulsa","OK","74136","","Zenergy Properties 9 BSd 40, LLC"
"03020",3/5/2008,"Charter II,Inc.","CHARTER II INC",,"","G","","","",,"","","1537 Bull Lea Road","Suite 200","Lexington","KY","40511","","Charter II,Inc."
"03032",3/18/2008,"Sequel Energy Ventures, LLC","SEQUEL ENERGY VENTURES LLC",,"","G","","","",,"","","1600 Stout Street","Suite 1900","Denver","CO","80202","","Sequel Energy Ventures, LLC"
"03039",4/22/2008,"CIECO Energy (Entrada) LLC","CIECO ENERGY ENTRADA LLC",,"","G","","","",,"","","5555 San Felipe","Suite 620","Houston","TX","77056","","CIECO Energy (Entrada) LLC"
"03050",6/16/2008,"Windstar Energy, LLC","WINDSTAR ENERGY LLC",,"","G","","","",,"","","1537 Bull Lea Road","","Lexington","KY","40511","","Windstar Energy, LLC"
"03072",9/9/2008,"Black Elk Warrior Operations L.L.C.","BLACK ELK WARRIOR OPERATIONS LLC",,"","G","","","",,"","","1710 South Dairy Ashford","Suite No. 212","Houston","TX","77077","","Black Elk Warrior Operations L.L.C."
"03073",9/17/2008,"Sonangol Exploration & Production International,Ltd.","SONANGOL EXPLORATION & PRODUCTION INTERNATIONAL LTD",,"","G","","","",,"","","Attn: Joaquim Leite da Coasta","1177 Enclave Parkway","Houston","TX","77077","","Sonangol Exploration & Production International,Ltd."
"03074",9/17/2008,"BA502-FALCON PARTNERS, LTD.","BA502-FALCON PARTNERS LTD",,"","G","","","",,"","","4418 Ocean Drive","","Corpus Christi","TX","78412","","BA502-FALCON PARTNERS, LTD."
"03083",10/23/2008,"BUCCANEER RESOURCES,LLC","BUCCANEER RESOURCES LLC",,"","G","","","",,"","","820 Gessner","Suite 1050","Houston","TX","77024","","BUCCANEER RESOURCES,LLC"
"15000",1/13/2009,"Bluewater Wind Delaware LLC","BLUEWATER WIND DELAWARE LLC",,"P","G","Y","A","",,"","","c/o NRG Energy, Inc.","211 Carnegie Center","Princeton","NJ","08540","United States","Bluewater Wind Delaware LLC"
"00585",2/6/2009,"IPR USA Corp.","IPR USA CORP",,"","G","","","",,"","","600 E. Las Colinas Blvd.","Suite 800","Iriving","TX","75039","","IPR USA Corp."
"15006",5/15/2009,"Deepwater Wind, LLC","DEEPWATER WIND LLC",,"P","G","Y","A","",,"","","36-42 Newark Street","Suite 402","Hoboken","NJ","07030","","Deepwater Wind, LLC"
"03129",12/28/2009,"Petrodome Arctic Fox, LLC","PETRODOME ARCTIC FOX LLC",,"","G","","","",,"","","4203 Yoakum Boulevard","Suite 170","Houston","TX","77006","","Petrodome Arctic Fox, LLC"
"03137",2/3/2010,"Tri-C Resources, LLC","TRI C RESOURCES LLC",,"","G","","","",,"","","909 Wirt Road","","Houston","TX","77024","","Tri-C Resources, LLC"
"03145",2/26/2010,"Morrison Energy Group, LLC","MORRISON ENERGY GROUP LLC",,"","G","","","",,"","","P.O. Box 3301","","Houma","LA","70361","","Morrison Energy Group, LLC"
"03143",3/2/2010,"WillSource Enterprise, L.L.C.","WILLSOURCE ENTERPRISE LLC",,"","G","","","",,"","","730 17th Street","Suite 340","Denver","CO","80202","","WillSource Enterprise, L.L.C."
"03149",3/24/2010,"GOM-C EXPLORATION, LLC","GOM C EXPLORATION LLC",,"","G","","","",,"","","9 West 57th Street, 13th Floor","","New York","NY","10019","","GOM-C EXPLORATION, LLC"
"03159",6/25/2010,"Etroa Operating LLC","ETROA OPERATING LLC",,"","G","","","",,"","","128 Northpark Blvd.","","Covington","LA","70433","","Etroa Operating LLC"
"03174",9/8/2010,"Robert J. LaFortune (individual)","ROBERT J. LAFORTUNE",,"","G","","","",,"","","427 South Boston","Suite 937","Tulsa","OK","74103-4114","","Robert J. LaFortune (individual)"
"03177",10/5/2010,"Southern Mississippi Canyon Production Hub LLC","SOUTHERN MISSISSIPPI CANYON PRODUCTION HUB LLC",,"","G","","","",,"","","1255 Enclave Parkway","","Houston","TX","77077-1608","","Southern Mississippi Canyon Production Hub LLC"
"03184",12/16/2010,"GDF SUEZ Exploration US LLC","GDF SUEZ EXPLORATION US LLC",,"","G","","","",,"","","1990 Post Oak Boulevard","Suite 1900","Houston","TX","77056","","GDF SUEZ Exploration US LLC"
"15013",2/10/2011,"Occidental Development & Equities, LLC","OCCIDENTAL DEVELOPMENT & EQUITIES LLC",,"P","G","Y","A","",,"","","470 Broadway","Suite 354","Bayonne","NJ","07002","","Occidental Development & Equities, LLC"
"15021",3/23/2011,"RES America Developments Inc.","RES AMERICA DEVELOPMENTS INC",,"P","G","Y","A","",,"","","12 South Sixth Street","Suite 930","Minneapolis","MN","55402","","RES America Developments Inc."
"03193",3/14/2011,"Abandonment Program Management Holdings, LLC","ABANDONMENT PROGRAM MANAGEMENT HOLDINGS LLC",,"","G","","","",,"","","1400 Broadfield Blvd.","Suite 200","Houston","TX","77084","","Abandonment Program Management Holdings, LLC"
"15022",4/8/2011,"Atlantic Grid Holdings LLC","ATLANTIC GRID HOLDINGS LLC",,"P","G","Y","A","",,"","","4445 Willard Avenue","Suite 1050","Chevy Chase","MD","20815","","Atlantic Grid Holdings LLC"
"03126",12/17/2009,"Beta Operating Company, LLC","BETA OPERATING COMPANY, LLC",,"P","","","","",,"","","Las Colinas Tower I, Suite 610","201 E. John Carpenter Freeway","Irving","TX","75062","","Beta Operating Company, LLC"
"99999",5/3/1974,"Exploration Service, Inc.","EXPLORATION SERVICE, INC.",,"P","","","","",,"","","20840 Broadway Street","","New Suffolk","NY","11956","","Exploration Service, Inc."
"03204",8/24/2011,"J & P INTERESTS, LTD.","J & P INTERESTS LTD",,"P","G","Y","A","",,"","","8123 Wycomb Dr.","","Houston","TX","77070","United States","J & P INTERESTS, LTD."
"02427",3/1/2000,"Virgin Offshore U.S.A., Inc.","VIRGIN OFFSHORE USA INC",,"","G","","","",,"","","400 East Kaliste Saloom Rd"," Suite 4200","Lafayette","LA","70508","United States","Virgin Offshore U.S.A., Inc."
"03252",8/22/2012,"Ample Oil & Gas Investments, LLC","AMPLE OIL & GAS INVESTMENTS  LLC",,"P","G","Y","A","",,"","","1901 Avenue of the Stars","Suite 200","Los Angeles","CA","90067","United States","Ample Oil & Gas Investments, LLC"
"15005",10/19/2012,"Fishermen's Energy, LLC","FISHERMEN'S ENERGY, LLC",,"P","G","Y","A","",,"","","P.O. Box 555","","Cape May","NJ","08204","","Fishermens Energy, LLC"
"03258",10/31/2012,"Neftegaz America Shelf LP","NEFTEGAZ AMERICA SHELF LP",,"P","G","Y","A","",,"","","717 Texas Ave","Suite 3150","Houston","TX","77002","United States","Neftegaz America Shelf LP"
"02461",8/10/2000,"OPEN CHOKE EXPLORATION, LLC","OPEN CHOKE EXPLORATION LLC",,"","G","","","",,"","","5868 Westheimer # 633","","Houston","TX","77057","United States","OPEN CHOKE EXPLORATION, LLC"
"03228",2/25/2013,"Venari Offshore LLC","VENARI OFFSHORE LLC",,"P","G","Y","A","",,"","","15305 North Dallas Parkway","Tower III -  Suite 1060","Addison","TX","75001","United States","Venari Offshore LLC"
"00010",1/22/2013,"Southern Natural Gas Company, L.L.C.","SOUTHERN NATURAL GAS COMPANY, L.L.C.",,"","G","","","",,"","","569 Brookwood Village","Suite 501","Birmingham","AL","35209","","Southern Natural Gas Company, L.L.C."
"03248",3/13/2013,"M21K, LLC","M21K LLC",,"P","G","Y","A","",,"","","1021 Main, Suite 2626","","Houston","TX","77002","United States","M21K, LLC"
"02595",5/13/2002,"Palm Energy Offshore, L.L.C.","PALM ENERGY OFFSHORE LLC",,"","G","","","",,"","","3850 N. Causeway","Suite 1180","Metairie","LA","70002","United States","Palm Energy Offshore, L.L.C."
"02851",1/30/2013,"Apache Shelf, Inc.","APACHE SHELF INC",,"","G","","","",,"","","2000 Post Oak Boulevard","Suite 100","Houston","TX","77056","United States","Apache Shelf, Inc."
"01805",5/17/1993,"Key Production Company, Inc.","KEY PRODUCTION COMPANY INC",,"","G","","","",,"","","202 S. Cheyenne Ave.","Suite 1500","Tulsa","OK","74103","United States","Key Production Company, Inc."
"03297",8/12/2013,"Green Canyon Offshore LLC","GREEN CANYON OFFSHORE LLC",,"P","G","Y","A","",,"","","1775 Sherman Street","Suite 1200","Denver","CO","80203","United States","Green Canyon Offshore LLC"
